    1   9.047E-02
    2   1.224E-01
    3   1.665E-01
    4   2.197E-01
    5   2.790E-01
    6   3.186E-01
    7   2.627E-01
    8   1.206E-01
    9   1.494E-01
   10   2.379E-01
   11   4.006E-01
   12   9.585E-01
   13   7.638E+00
   14   1.614E+01
   15   2.770E+01
   16   4.098E+01
   17   5.627E+01
   18   7.401E+01
   19   9.150E+01
   20   1.063E+02
   21   1.217E+02
   22   1.372E+02
   23   1.668E+02
   24   2.382E+02
   25   3.560E+02
   26   4.926E+02
   27   5.549E+02
   28   6.544E+02
   29   7.784E+02
   30   1.123E+03
   31   1.469E+03
   32   1.593E+03
   33   1.523E+03
   34   1.453E+03
   35   1.805E+03
   36   3.713E+03
   37   6.535E+03
   38   9.536E+03
   39   1.177E+04
   40   1.429E+04
   41   1.777E+04
   42   2.404E+04
   43   3.351E+04
   44   4.745E+04
   45   6.641E+04
   46   8.992E+04
   47   1.179E+05
   48   1.516E+05
   49   1.949E+05
   50   2.497E+05
   51   3.187E+05
   52   4.137E+05
   53   5.599E+05
   54   8.141E+05
   55   1.171E+06
   56   1.623E+06
   57   2.191E+06
   58   3.130E+06
   59   4.847E+06
   60   7.353E+06
   61   9.541E+06
   62   1.156E+07
   63   1.400E+07
   64   1.733E+07
   65   2.174E+07
   66   2.729E+07
   67   3.452E+07
   68   4.385E+07
   69   5.606E+07
   70   7.142E+07
   71   9.106E+07
   72   1.164E+08
   73   1.489E+08
   74   1.894E+08
   75   2.407E+08
   76   3.066E+08
   77   3.883E+08
   78   4.883E+08
   79   6.164E+08
   80   7.880E+08
   81   1.025E+09
   82   1.373E+09
   83   1.904E+09
   84   2.696E+09
   85   3.848E+09
   86   5.631E+09
   87   9.186E+09
   88   1.239E+10
   89   1.760E+10
   90   3.356E+10
   91   5.551E+10
   92   7.279E+10
   93   8.809E+10
   94   1.011E+11
