1.80500e+02  9.81779e-09  1.01482e-08  2.08848e-08  5.02150e-08  5.08509e-08  5.12355e-08
1.81500e+02  1.05090e-08  1.08660e-08  2.30251e-08  5.06663e-08  5.12408e-08  5.17201e-08
1.82500e+02  8.36532e-09  8.67623e-09  1.99367e-08  3.44258e-08  3.48196e-08  3.82588e-08
1.83500e+02  1.05772e-08  1.09412e-08  2.33761e-08  4.79489e-08  4.84727e-08  4.99279e-08
1.84500e+02  3.49517e-09  3.69152e-09  1.18857e-08  6.36103e-09  6.53369e-09  1.36036e-08
1.85500e+02  9.41773e-09  9.76182e-09  2.21608e-08  4.62781e-08  4.68092e-08  4.85395e-08
1.86500e+02  9.54986e-09  9.98387e-09  2.60413e-08  8.54418e-08  8.66928e-08  8.17359e-08
1.87500e+02  4.70902e-09  5.02984e-09  1.76603e-08  4.71462e-08  4.81321e-08  4.89117e-08
1.88500e+02  1.11658e-08  1.16380e-08  2.84348e-08  8.80476e-08  8.92081e-08  8.50985e-08
1.89500e+02  2.45506e-08  2.52703e-08  4.67168e-08  1.37350e-07  1.38716e-07  1.31040e-07
1.90500e+02  1.73075e-08  1.78979e-08  3.79595e-08  9.68088e-08  9.78610e-08  9.62941e-08
1.91500e+02  1.88735e-08  1.95660e-08  4.26601e-08  1.08046e-07  1.09421e-07  1.11278e-07
1.92500e+02  1.11287e-08  1.17000e-08  3.16106e-08  3.73080e-08  3.81487e-08  5.27479e-08
1.93500e+02  3.27042e-09  3.45954e-09  1.07515e-08  3.15635e-09  3.38466e-09  1.07942e-08
1.94500e+02  1.48918e-08  1.56410e-08  4.15213e-08  5.34458e-08  5.45522e-08  7.27218e-08
1.95500e+02  2.54941e-08  2.64597e-08  5.73006e-08  1.35848e-07  1.37215e-07  1.41723e-07
1.96500e+02  3.46227e-08  3.58212e-08  7.18610e-08  2.16292e-07  2.18394e-07  2.10232e-07
1.97500e+02  3.32348e-08  3.43879e-08  7.06580e-08  2.13716e-07  2.15938e-07  2.04743e-07
