9.09000e+00  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38
9.35000e+00  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38
9.61000e+00  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38
9.77000e+00  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38
9.96000e+00  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38
1.02000e+01  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38
1.03800e+01  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38
1.05600e+01  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38
1.07700e+01  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38
1.10400e+01  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38
1.14000e+01  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38
1.17800e+01  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38
1.21300e+01  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38
1.24800e+01  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38
1.27100e+01  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38
1.28400e+01  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38
1.30500e+01  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38
1.32400e+01  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38
1.33900e+01  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38
1.36600e+01  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38
1.39800e+01  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38
1.43300e+01  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38
1.47200e+01  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38
1.51000e+01  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38
1.55200e+01  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38
1.58800e+01  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38
1.62000e+01  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38
1.66000e+01  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38
1.70300e+01  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38
1.73400e+01  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38
1.76800e+01  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38
1.80200e+01  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38
1.81700e+01  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38
1.86100e+01  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38
1.91000e+01  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38
1.93900e+01  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38
1.98400e+01  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38
2.01800e+01  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38
2.05000e+01  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38
2.10500e+01  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38
2.16200e+01  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38
2.19800e+01  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38
2.23000e+01  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38
2.26800e+01  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38
2.30000e+01  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38
2.34000e+01  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38
2.40000e+01  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38
2.46500e+01  1.00003e-38  1.00000e-38  1.00000e-38  1.00000e-38  1.00000e-38
2.52400e+01  1.00029e-38  1.00001e-38  1.00001e-38  1.00000e-38  1.00001e-38
2.56800e+01  1.00127e-38  1.00004e-38  1.00007e-38  1.00004e-38  1.00005e-38
2.60000e+01  1.00360e-38  1.00013e-38  1.00022e-38  1.00012e-38  1.00016e-38
2.64000e+01  1.01277e-38  1.00058e-38  1.00093e-38  1.00051e-38  1.00065e-38
2.68500e+01  1.05033e-38  1.00276e-38  1.00436e-38  1.00241e-38  1.00294e-38
2.73500e+01  1.21708e-38  1.01378e-38  1.02147e-38  1.01209e-38  1.01425e-38
2.78500e+01  1.88401e-38  1.06217e-38  1.09643e-38  1.05478e-38  1.06289e-38
2.84000e+01  4.90274e-38  1.29954e-38  1.46386e-38  1.26448e-38  1.29603e-38
2.90000e+01  1.94906e-37  2.54417e-38  3.38167e-38  2.35892e-38  2.48412e-38
2.96000e+01  8.33420e-37  8.43739e-38  1.24161e-37  7.51124e-38  7.95080e-38
3.01000e+01  2.74410e-36  2.73203e-37  4.11829e-37  2.39031e-37  2.50690e-37
3.08000e+01  1.37803e-35  1.45659e-36  2.19666e-36  1.25656e-36  1.29460e-36
3.18000e+01  1.23043e-34  1.45773e-35  2.16845e-35  1.23858e-35  1.24634e-35
3.28000e+01  9.66519e-34  1.28058e-34  1.87364e-34  1.07267e-34  1.05961e-34
3.38000e+01  6.75247e-33  9.93489e-34  1.42966e-33  8.21380e-34  7.99200e-34
3.48000e+01  4.23736e-32  6.87242e-33  9.73225e-33  5.61510e-33  5.39992e-33
3.57000e+01  2.03425e-31  3.57790e-32  4.99813e-32  2.89539e-32  2.76067e-32
3.66000e+01  9.07208e-31  1.72025e-31  2.37210e-31  1.38062e-31  1.30703e-31
3.75000e+01  3.77725e-30  7.68006e-31  1.04634e-30  6.11831e-31  5.75780e-31
3.85000e+01  1.71009e-29  3.73411e-30  5.02469e-30  2.95403e-30  2.76419e-30
3.95000e+01  7.19734e-29  1.67778e-29  2.23172e-29  1.31932e-29  1.22864e-29
4.05000e+01  2.83025e-28  7.00508e-29  9.22091e-29  5.48101e-29  5.08355e-29
